"hour","count","request_type","division","section"
11,4,"Res / Organic Container / Missing Damaged","Solid Waste Management Services","Collections"
11,6,"Res / Organic Front&Side / Missed","Solid Waste Management Services","Collections"
11,94,"Res / Organic Green Bin / Missed","Solid Waste Management Services","Collections"
11,18,"Res / Organic Green Bin / Whole Street / Missed","Solid Waste Management Services","Collections"
11,16,"Res / Organic&Garbage / Missed","Solid Waste Management Services","Collections"
11,16,"Res / Organic&Recycle / Missed","Solid Waste Management Services","Collections"
11,114,"Res / Recycle / Missed","Solid Waste Management Services","Collections"
11,22,"Res / Recycle / Whole Street / Missed","Solid Waste Management Services","Collections"
11,2,"Res / Recycle Front&Side / Missed","Solid Waste Management Services","Collections"
11,32,"Res / Yard Waste Whole Street / Missed","Solid Waste Management Services","Collections"
11,18,"Res Above Comm / Nite Garbage / Missed","Solid Waste Management Services","Collections"
11,8,"Res Above Comm / Nite Recycle / Missed","Solid Waste Management Services","Collections"
11,4,"Res Above Comm / Nite Yard Waste / Missed","Solid Waste Management Services","Collections"
11,2,"Reserved Lane","Transportation Services","Traffic Ops - Traffic Engineering"
11,4,"Residential / Nite Furniture / Missed","Solid Waste Management Services","Collections"
11,4,"Residential / Nite Yard Waste / Missed","Solid Waste Management Services","Collections"
11,94,"Residential / Yard Waste / Missed","Solid Waste Management Services","Collections"
11,248,"Residential Furniture / Missed","Solid Waste Management Services","Collections"
11,80,"Residential: Bin: Missing","Solid Waste Management Services","Collections"
11,26,"Residential: Bin: Repair or Replace Body/Handle","Solid Waste Management Services","Collections"
11,10,"Residential: Bin: Repair or Replace Lid","Solid Waste Management Services","Collections"
11,2,"Residential: Bin: Repair or Replace Metal Bar","Solid Waste Management Services","Collections"
11,18,"Residential: Bin: Repair or Replace Wheel","Solid Waste Management Services","Collections"
11,32,"Residential: Bin: Wrong Delivery","Solid Waste Management Services","Collections"
11,12,"Residential: Garbage Bin: Additional Extra Large","Solid Waste Management Services","Collections"
11,2,"Residential: Garbage Bin: Additional Large","Solid Waste Management Services","Collections"
11,8,"Residential: Garbage Bin: Additional Small","Solid Waste Management Services","Collections"
11,30,"Residential: Garbage Bin: Exchange to Extra Large","Solid Waste Management Services","Collections"
11,48,"Residential: Garbage Bin: Exchange to Large","Solid Waste Management Services","Collections"
11,76,"Residential: Garbage Bin: Exchange to Medium","Solid Waste Management Services","Collections"
11,86,"Residential: Garbage Bin: Exchange to Small","Solid Waste Management Services","Collections"
11,6,"Residential: Garbage Bin: New Account Extra Large","Solid Waste Management Services","Collections"
11,8,"Residential: Garbage Bin: New Account Large","Solid Waste Management Services","Collections"
11,8,"Residential: Garbage Bin: New Account Medium","Solid Waste Management Services","Collections"
11,8,"Residential: Garbage Bin: New Account Small","Solid Waste Management Services","Collections"
11,22,"Residential: Recycle Bin: Additional Extra Large","Solid Waste Management Services","Collections"
11,6,"Residential: Recycle Bin: Additional Large","Solid Waste Management Services","Collections"
11,2,"Residential: Recycle Bin: Additional Medium","Solid Waste Management Services","Collections"
11,40,"Residential: Recycle Bin: Exchange to Large","Solid Waste Management Services","Collections"
11,18,"Residential: Recycle Bin: Exchange to Medium","Solid Waste Management Services","Collections"
11,14,"Residential: Recycle Bin: Exchange to Small","Solid Waste Management Services","Collections"
11,16,"Residential: Recycle Bin: New Account Extra Large","Solid Waste Management Services","Collections"
11,6,"Residential: Recycle Bin: New Account Large","Solid Waste Management Services","Collections"
11,8,"Residential: Recycle Bin: New Account Medium","Solid Waste Management Services","Collections"
11,2,"Residential: Recycle Bin: New Account Small","Solid Waste Management Services","Collections"
11,22,"Restoration Related","Toronto Water","District Ops - Operations & Maintenance"
11,36,"Road - Cleaning/Debris","Transportation Services","Road Operations "
11,16,"Road - Damaged","Transportation Services","Road Operations "
11,12,"Road - Sinking","Transportation Services","Road Operations "
11,4,"Road Allowance","Municipal Licensing & Standards","District Enforcement"
11,4,"Road Water Ponding","Transportation Services","Road Operations "
11,2,"Roadside - Plough Damage","Transportation Services","Road Operations "
11,2,"Roadside Utility Cut - Settlement","Transportation Services","Road Operations "
11,6,"Roadway Utility Cut - Settlement","Transportation Services","Road Operations "
11,18,"Sewer main-Backup","Toronto Water","District Ops - Operations & Maintenance"
11,18,"Sewer Odour","Toronto Water","District Ops - Operations & Maintenance"
11,14,"Sewer Service Line-Cleanout Repair","Toronto Water","District Ops - Operations & Maintenance"
11,2,"Shoulder - Maintenance","Transportation Services","Road Operations "
11,74,"Sidewalk - Damaged / Concrete","Transportation Services","Road Operations "
11,4,"Sidewalk - Graffiti Complaint","Transportation Services","Road Operations "
11,6,"Sidewalk-Water Ponding","Transportation Services","Road Operations "
11,2,"Sidewalks","Transportation Services","Traffic Ops - Traffic Engineering"
11,20,"Signal Timing Review/Vehicle Delays","Transportation Services","Traffic Ops - Traffic Engineering"
11,16,"Signs","Municipal Licensing & Standards","District Enforcement"
11,2,"Speeding","Transportation Services","Traffic Ops - Traffic Engineering"
11,68,"Stemming","Urban Forestry","Forestry Operations"
11,58,"Storm Clean Up","Urban Forestry","Forestry Operations"
11,2,"Traffic Calming Measures","Transportation Services","Traffic Ops - Traffic Engineering"
11,4,"Traffic Infiltration","Transportation Services","Traffic Ops - Traffic Engineering"
11,2,"Traffic Island-Grass Needs Cutting","Transportation Services","Road Operations "
11,18,"Traffic Signal Maintenance","Transportation Services","TMC - TPIM"
11,16,"Tree Planting","Urban Forestry","Forestry Operations"
11,2,"Walkway - damaged","Transportation Services","Road Operations "
11,4,"Water Meter-Leaking","Toronto Water","District Ops - Central Services"
11,6,"Water Quality-Discoloured (Rusty or Dirty) Water","Toronto Water","District Ops - Operations & Maintenance"
11,8,"Water Service Line-Check Water Service Box","Toronto Water","District Ops - Operations & Maintenance"
11,26,"Water Service Line-Damaged Water Service Box","Toronto Water","District Ops - Operations & Maintenance"
11,36,"Water Service Line-Leaking","Toronto Water","District Ops - Operations & Maintenance"
11,36,"Water Service Line-Locate / Adjust service box","Toronto Water","District Ops - Operations & Maintenance"
11,34,"Water Service Line-No Water","Toronto Water","District Ops - Operations & Maintenance"
11,148,"Water Service Line-Turn Off","Toronto Water","District Ops - Operations & Maintenance"
11,10,"Water Service Line-Turn Off/Burst","Toronto Water","District Ops - Operations & Maintenance"
11,90,"Water Service Line-Turn On","Toronto Water","District Ops - Operations & Maintenance"
11,2,"Water Valve-Leaking","Toronto Water","District Ops - Operations & Maintenance"
11,64,"Watermain-Possible Break","Toronto Water","District Ops - Operations & Maintenance"
11,100,"Zoning","Municipal Licensing & Standards","District Enforcement"
12,4,"ABCD's / Garbage Cart / Missed","Solid Waste Management Services","Collections"
12,2,"ABCD's / Garbage Front-End / Missed","Solid Waste Management Services","Collections"
12,4,"ABCD's / Garbage Pile / Missed","Solid Waste Management Services","Collections"
12,4,"ABCD's / Recycle Blue Box / Missed","Solid Waste Management Services","Collections"
12,4,"ABCD's / Recycle Cart / Missed","Solid Waste Management Services","Collections"
12,36,"Adequate Heat","Municipal Licensing & Standards","District Enforcement"
12,2,"All / Hazardous Waste / Missed","Solid Waste Management Services","Collections"
12,40,"All / Hazardous Waste / Pick Up Request","Solid Waste Management Services","Collections"
12,2,"Appliance (Emergency)","Municipal Licensing & Standards","District Enforcement"
12,52,"Bin Investigation Request","Solid Waste Management Services","Collections"
12,14,"Block Pruning","Urban Forestry","Forestry Operations"
12,4,"Bollard - Damaged","Transportation Services","Road Operations"
12,4,"Boulevard - Leaf Pick-up Mechanical","Transportation Services","Road Operations "
12,4,"Boulevard - Pick-Up Shopping Carts","Transportation Services","Road Operations "
12,32,"Boulevards - Damaged Asphalt","Transportation Services","Road Operations "
12,2,"Boulevards - Weed Removal","Transportation Services","Road Operations "
12,6,"Bridge - Graffiti Complaint","Transportation Services","Road Operations "
12,4,"Bridge - Surface Repair","Transportation Services","Road Operations "
12,2,"Catch basin (Storm) - Damage","Toronto Water","District Ops - Operations & Maintenance"
12,12,"Catch basin (Storm) - Overflowing","Toronto Water","District Ops - Operations & Maintenance"
12,12,"Catch Basin - Blocked / Flooding","Transportation Services","Road Operations "
12,2,"Catch Basin - Damaged Maintenance Requested","Transportation Services","Road Operations "
12,2,"Catch Basin - Debris / Litter","Transportation Services","Road Operations "
12,4,"Catch Basin Maintenance and Repair","Transportation Services","Road Operations "
12,6,"Comm / Nite Garbage Yellow Bag / Missed","Solid Waste Management Services","Collections"
12,6,"Comm / Nite Organic Cart / Missed","Solid Waste Management Services","Collections"
12,8,"Comm / Nite Recycle Blue Box / Missed","Solid Waste Management Services","Collections"
12,2,"Comm / Nite Recycle Cardboard Missed","Solid Waste Management Services","Collections"
12,6,"Commercial / Nite Recycle Cart / Missed","Solid Waste Management Services","Collections"
12,2,"Commercial / Organic Cart / Missed","Solid Waste Management Services","Collections"
12,4,"Commercial / Recycle Blue Box / Missed","Solid Waste Management Services","Collections"
12,2,"Commercial / Recycle Cart / Missed","Solid Waste Management Services","Collections"
12,2,"Community Traffic Study","Transportation Services","Traffic Ops - Traffic Engineering"
12,10,"Complaint regarding Contractor","Transportation Services","Road Operations "
12,2,"Construction-Unsafe/Untidy Condition","Toronto Water","District Ops - Operations & Maintenance"
12,4,"Culverts-Damaged / Maintenance Requested","Transportation Services","Road Operations "
12,2,"Disabled Persons' Parking Space","Transportation Services","Traffic Ops - Traffic Engineering"
12,4,"Ditch Maintenance Requested","Transportation Services","Road Operations "
12,106,"Election Signs","Municipal Licensing & Standards","District Enforcement"
12,10,"Fence","Municipal Licensing & Standards","District Enforcement"
12,2,"Fence - Damaged","Transportation Services","Road Operations "
12,128,"General Pruning","Urban Forestry","Forestry Operations"
12,6,"General Tree Maintenance","Urban Forestry","Forestry Operations"
12,8,"Graffiti","Municipal Licensing & Standards","District Enforcement"
12,12,"Hydrant-Leaking","Toronto Water","District Ops - Operations & Maintenance"
12,6,"Illegal Dumping / Discharge","Toronto Water","District Ops - Operations & Maintenance"
12,2,"Intersection Safety Review","Transportation Services","Traffic Ops - Traffic Engineering"
12,2,"Investigate Regulatory Signs","Transportation Services","Traffic Ops - Traffic Engineering"
12,8,"IPM Inspection","Urban Forestry","Forestry and Natural Environment Management"
12,2,"Lane Designation","Transportation Services","Traffic Ops - Traffic Engineering"
12,2,"Laneway - Surface Damage","Transportation Services","Road Operations "
12,4,"Left/Right Turn Signal Priority Features","Transportation Services","Traffic Ops - Traffic Engineering"
12,4,"Litter / Bin / Litter Bin Installation","Solid Waste Management Services","Collections"
12,16,"Litter / Bin / Overflow or Missed","Solid Waste Management Services","Collections"
